tconst,ordering,nconst,category,job,characters
tt0003632,1,nm0603803,actress,\N,\N
tt0003632,2,nm0417837,actor,\N,\N
tt0003632,3,nm0519765,actor,\N,\N
tt0003632,4,nm0927468,director,\N,\N
tt0003633,1,nm0717468,actor,\N,"[""Sullivan""]"
tt0003633,2,nm0321088,actress,\N,\N
tt0003633,3,nm0447043,actor,\N,\N
tt0003633,4,nm0523207,actor,\N,\N
tt0003633,5,nm0127511,director,\N,\N
tt0003633,6,nm0929147,writer,\N,\N
tt0003633,7,nm0310844,actor,\N,\N
tt0003634,10,nm0608971,actor,\N,"[""Rev. H. Brice""]"
tt0003634,1,nm0103567,actress,\N,"[""Dora Leland""]"
tt0003634,2,nm0279227,actor,\N,"[""Frank St. John""]"
tt0003634,3,nm0533764,actor,\N,"[""Rev. John St. John""]"
tt0003634,4,nm0461438,actress,\N,"[""Mrs. St. John""]"
tt0003634,5,nm0186345,director,\N,\N
tt0003634,6,nm0811489,writer,play,\N
tt0003634,7,nm0921938,actress,\N,"[""Belle St. John""]"
tt0003634,8,nm0385686,actor,\N,"[""Luther Ludlam""]"
tt0003634,9,nm0607864,actor,\N,"[""Steven Stetson""]"
tt0003635,1,nm0124279,actor,\N,"[""Fred Willard""]"
tt0003635,2,nm0832267,actress,\N,"[""Zalata""]"
tt0003635,3,nm0130797,actor,\N,"[""Charles Donald - Unknown Admirer""]"
tt0003635,4,nm0913341,actor,\N,"[""Ray Norton""]"
tt0003635,5,nm0392015,actor,\N,"[""The Judge""]"
tt0003635,6,nm0173875,actor,\N,"[""Charles Donald""]"
tt0003635,7,nm0241838,actress,\N,"[""Dick's Mother""]"
tt0003636,1,nm0456804,actor,\N,"[""Doc Watkins - the Gambler""]"
tt0003636,2,nm0842239,actress,\N,"[""Connie - the Gambler's Wife""]"
tt0003636,3,nm0187981,actor,\N,\N
tt0003636,4,nm0910400,actor,\N,\N
tt0003636,5,nm0940488,writer,\N,\N
tt0003637,1,nm0078116,actress,\N,"[""Assunta Spina""]"
tt0003637,2,nm0784988,actor,\N,"[""Michele Boccadifuoco""]"
tt0003637,3,nm0070959,actor,\N,"[""Don Federigo Funelli""]"
tt0003637,4,nm0016697,actor,\N,"[""Raffaele""]"
tt0003637,5,nm0223865,writer,novel,\N
tt0003637,6,nm0053119,producer,producer,\N
tt0003637,7,nm0141399,cinematographer,\N,\N
tt0003637,8,nm0544480,production_designer,\N,\N
tt0003638,10,nm0086632,actress,\N,\N
tt0003638,1,nm0797094,actor,\N,"[""Sykes""]"
tt0003638,2,nm0921940,actress,\N,"[""The Filipino Maid""]"
tt0003638,3,nm0717468,actor,\N,"[""The Lieutenant""]"
tt0003638,4,nm0523229,actor,\N,"[""The Sergeant""]"
tt0003638,5,nm0187981,director,\N,\N
tt0003638,6,nm0717281,writer,\N,\N
tt0003638,7,nm0026526,actress,\N,"[""The American Heiress""]"
tt0003638,8,nm0247083,actor,\N,\N
tt0003638,9,nm0122668,actor,\N,\N
tt0003639,10,nm0330273,actor,\N,"[""Stanton Thornton""]"
tt0003639,1,nm0930564,actress,\N,"[""Parepa Mendoza""]"
tt0003639,2,nm0285834,actress,\N,"[""Annabelle Thornton""]"
tt0003639,3,nm0733483,actress,\N,"[""Eliza Morton""]"
tt0003639,4,nm0607074,actor,\N,"[""Dayton Thornton""]"
tt0003639,5,nm0213108,director,\N,\N
tt0003639,6,nm0014840,writer,adaptation,\N
tt0003639,7,nm0717281,writer,"play ""At the Old Cross Roads""",\N
tt0003639,8,nm0552765,actor,\N,"[""Colonel Kerr""]"
tt0003639,9,nm0519694,actress,\N,"[""Menda Mendoza""]"
tt0003640,1,nm0516974,actor,\N,"[""Bates, a Teller""]"
tt0003640,2,nm0653253,actor,\N,"[""Mr. Hutchinson, the Bank President""]"
tt0003640,3,nm0139356,actor,\N,"[""James Brace, a Detective""]"
tt0003640,4,nm0086666,actress,\N,"[""Mrs. Castle""]"
tt0003640,5,nm0394399,director,\N,\N
tt0003640,6,nm0783152,producer,producer,\N
tt0003640,7,nm0478893,actress,\N,"[""Little Mary Castle""]"
tt0003641,1,nm0237713,actor,\N,"[""Henry Honeypet""]"
tt0003641,2,nm0237693,actress,\N,"[""Mrs. Honeypet""]"
tt0003641,3,nm0497243,actress,\N,"[""Auntie Flora""]"
tt0003641,4,nm0048478,director,\N,\N
tt0003641,5,nm1628363,writer,\N,\N
tt0003642,1,nm0321088,actress,\N,"[""May Rock""]"
tt0003642,2,nm0909825,actor,\N,"[""The Doctor""]"
tt0003642,3,nm0014894,actor,\N,"[""William Rock""]"
tt0003642,4,nm0122590,actor,\N,\N
tt0003642,5,nm0187981,director,\N,\N
tt0003642,6,nm0791386,writer,\N,\N
tt0003642,7,nm0565187,actor,\N,\N
tt0003643,10,nm0073239,actor,\N,\N
tt0003643,1,nm0910400,actor,\N,"[""The Nephew""]"
tt0003643,2,nm0014894,actor,\N,"[""The Uncle""]"
tt0003643,3,nm0842239,actress,\N,"[""Anabel - The Nephew's Sweetheart""]"
tt0003643,4,nm0797094,actor,\N,"[""The Italian""]"
tt0003643,5,nm0000428,director,\N,\N
tt0003643,6,nm0000590,writer,"stories The Pit and the Pendulum, The Tell-Tale Heart",\N
tt0003643,7,nm0507635,actor,\N,"[""The Detective""]"
tt0003643,8,nm0550615,actress,\N,"[""The Maid""]"
tt0003643,9,nm0366008,actor,\N,"[""The Grocery Boy""]"
tt0003644,1,nm0668310,actor,\N,"[""Paul Koffman""]"
tt0003644,2,nm0397525,actor,\N,\N
tt0003644,3,nm0130791,director,\N,\N
tt0003645,1,nm0717468,actor,\N,"[""Father""]"
tt0003645,2,nm0086632,actress,\N,"[""Mother""]"
tt0003645,3,nm0073239,director,\N,\N
tt0003646,1,nm0014680,actor,\N,"[""Henry Norman""]"
tt0003646,2,nm0517613,actress,\N,"[""Mabel Howard""]"
tt0003646,3,nm0250034,actor,\N,\N
tt0003646,4,nm4785256,actor,\N,\N
tt0003646,5,nm0875869,director,\N,\N
tt0003646,6,nm0581683,writer,\N,\N
tt0003646,7,nm0728876,actress,\N,\N
tt0003647,1,nm0784407,actor,\N,"[""Mack""]"
tt0003647,2,nm0635667,actress,\N,"[""Mabel""]"
tt0003648,1,nm0829171,actress,\N,"[""Bessie Williams, Manicurist""]"
tt0003648,2,nm0511100,actor,\N,"[""E.A. Cash, Millionaire""]"
tt0003648,3,nm0355111,actor,\N,"[""Cash's Secretary""]"
tt0003648,4,nm0725021,actor,\N,\N
tt0003648,5,nm0408433,director,\N,\N
tt0003648,6,nm0156318,writer,story,\N
tt0003648,7,nm0330352,actress,\N,\N
tt0003649,1,nm0001316,actor,\N,"[""Tom""]"
tt0003649,2,nm0870493,actor,\N,"[""Bob""]"
tt0003649,3,nm0126425,actor,\N,"[""Mr. Cassett""]"
tt0003649,4,nm0929608,actress,\N,"[""Auntie""]"
tt0003649,5,nm0505354,director,\N,\N
tt0003649,6,nm6955979,director,\N,\N
tt0003649,7,nm0002615,producer,producer,\N
tt0003649,8,nm0656727,actress,\N,"[""Mrs. Cassett""]"
tt0003650,1,nm0321088,actress,\N,"[""The Ranchman's Daughter""]"
tt0003650,2,nm0069327,actor,\N,"[""The Count""]"
tt0003650,3,nm0114914,actor,\N,"[""The Ranchman""]"
tt0003650,4,nm0639631,director,\N,\N
tt0003651,1,nm0079813,actor,\N,"[""Gregoire""]"
tt0003651,2,nm0119164,actress,\N,"[""Lola""]"
tt0003651,3,nm0558410,actress,\N,"[""Sylvia - Actress""]"
tt0003651,4,nm1267460,actor,\N,"[""Baron Plessen""]"
tt0003651,5,nm0088618,writer,\N,\N
tt0003651,6,nm0251442,cinematographer,\N,\N
tt0003652,1,nm0524306,actor,\N,"[""Baffles""]"
tt0003652,2,nm0827509,actor,\N,"[""Schneizel""]"
tt0003652,3,nm3989506,actress,\N,"[""The Girl""]"
tt0003652,4,nm0920323,actress,\N,"[""The Old Woman""]"
tt0003652,5,nm0499883,director,\N,\N
tt0003652,6,nm0784407,producer,producer,\N
tt0003652,7,nm0629589,actor,\N,"[""Chief of Police""]"
tt0003653,1,nm0000779,actor,\N,\N
tt0003653,2,nm0174682,actor,\N,"[""The Baggage Smasher""]"
tt0003653,3,nm0036380,actress,\N,\N
tt0003653,4,nm0784407,producer,producer,\N
tt0003654,1,nm5072333,writer,written by,\N
tt0003654,2,nm5072677,producer,producer,\N
tt0003655,10,nm0047333,actor,\N,"[""George Washington Phipps""]"
tt0003655,1,nm0479034,actress,\N,"[""Lillian Westbrook""]"
tt0003655,2,nm0867469,actor,\N,"[""Lawrence Westbrook""]"
tt0003655,3,nm0908390,actor,\N,"[""John Strebelow""]"
tt0003655,4,nm0819793,actor,\N,"[""Count de Carojac""]"
tt0003655,5,nm0352726,director,\N,\N
tt0003655,6,nm0743047,director,\N,\N
tt0003655,7,nm0397167,writer,adaptation,\N
tt0003655,8,nm0229900,cinematographer,\N,\N
tt0003655,9,nm0047534,actor,\N,"[""Harold Routledge""]"
tt0003656,1,nm0601962,actor,\N,"[""Rives - the Artist""]"
tt0003656,2,nm0183994,actress,\N,"[""Frances - the Barefoot Boy""]"
tt0003656,3,nm0391220,actress,\N,"[""Eleanor Hastings - the Mother""]"
tt0003656,4,nm0908154,actor,\N,"[""Walter Hastings - the Father""]"
tt0003656,5,nm0897085,director,\N,\N
tt0003656,6,nm0111531,writer,\N,\N
tt0003656,7,nm0533539,actor,\N,"[""Weir - the Surveyer""]"
tt0003656,8,nm0512164,actress,\N,"[""Mrs. Weir""]"
tt0003656,9,nm0587754,actor,\N,"[""Hastings' Chum""]"
tt0003657,10,nm0294058,actor,\N,"[""Bartender""]"
tt0003657,1,nm0366586,actor,\N,"[""Jim Stokes""]"
tt0003657,2,nm0121706,actor,\N,"[""Sheriff Bud Walsh""]"
tt0003657,3,nm0930290,actress,\N,"[""Nell Brent""]"
tt0003657,4,nm0792727,actor,\N,"[""Phil Brent""]"
tt0003657,5,nm0054977,director,\N,\N
tt0003657,6,nm0166693,writer,\N,\N
tt0003657,7,nm0408436,writer,\N,\N
tt0003657,8,nm0627877,cinematographer,\N,\N
tt0003657,9,nm0235848,actor,\N,"[""Rev. Joshua Wilkes""]"
tt0003658,1,nm0000779,actor,\N,"[""The Cop""]"
tt0003658,2,nm0784407,producer,producer,\N
tt0003659,1,nm0166958,actor,\N,"[""Steve Hill - a Mountaineer""]"
tt0003659,2,nm0756814,actress,\N,"[""Nancy Ferris - Steve's Daughter""]"
tt0003659,3,nm0403636,actor,\N,"[""Jim Ferris - Nancy's Husband""]"
tt0003659,4,nm0725889,actress,\N,"[""Jess Ferris - the Daughter""]"
tt0003659,5,nm0577654,director,\N,\N
tt0003659,6,nm1656292,writer,story,\N
tt0003659,7,nm0938059,actress,\N,"[""Mrs. Marshall - Calvin's Widowed Sister""]"
tt0003659,8,nm0512796,actor,\N,"[""Dr. North""]"
tt0003659,9,nm0922396,actor,\N,"[""John Temple - a Circuit Rider""]"
tt0003660,1,nm0694631,actor,\N,"[""Eric Larne, the fiancé""]"
tt0003660,2,nm0851953,actress,\N,"[""Freda Hampton, the Beautiful Woman""]"
tt0003660,3,nm0271659,actor,\N,"[""Basil Reska, the Mesmerist""]"
tt0003660,4,nm0924613,actress,\N,\N
tt0003660,5,nm0378408,director,\N,\N
tt0003660,6,nm0607951,actor,\N,\N
tt0003661,1,nm0169871,director,\N,\N
tt0003662,10,nm0141035,actor,\N,"[""The Mexican""]"
tt0003662,1,nm0550615,actress,\N,"[""Sally Cameron - the First Waif""]"
tt0003662,2,nm1266374,actress,\N,"[""The Second Waif""]"
tt0003662,3,nm0656425,actor,\N,"[""The Waifs' Uncle""]"
tt0003662,4,nm0366008,actor,\N,"[""The Young Father""]"
tt0003662,5,nm0000428,director,\N,\N
tt0003662,6,nm0680450,writer,writer,\N
tt0003662,7,nm0005658,cinematographer,\N,\N
tt0003662,8,nm0001273,actress,\N,"[""Melissa Harlow""]"
tt0003662,9,nm0537556,actor,\N,"[""The Ranch Owner""]"
tt0003663,1,nm0276165,actor,\N,"[""Colonel Furioso""]"
tt0003663,2,nm0002615,producer,producer,\N
tt0003664,1,nm0124279,actor,\N,"[""Arthur Chandler""]"
tt0003664,2,nm0832267,actress,\N,"[""Bessie Wells""]"
tt0003664,3,nm0392015,actor,\N,"[""John Wells""]"
tt0003664,4,nm0173875,actor,\N,"[""Ezra Chandler""]"
tt0003664,5,nm0940425,writer,story,\N
tt0003664,6,nm0237682,actress,\N,"[""Vivian LaMar""]"
tt0003664,7,nm0242349,actor,\N,"[""Jack Sanford""]"
tt0003664,8,nm0241838,actress,\N,"[""Mrs. Wells""]"
tt0003664,9,nm0925118,actor,\N,"[""Kirby""]"
tt0003665,10,nm0493073,actor,\N,\N
tt0003665,1,nm0187981,actor,\N,"[""Frank Andrews""]"
tt0003665,2,nm0001273,actress,\N,"[""Jane Andrews - the Daughter""]"
tt0003665,3,nm0366008,actor,\N,"[""John Andrews - the Son""]"
tt0003665,4,nm0017488,actress,\N,"[""Mrs. Frank Andrews""]"
tt0003665,5,nm0000428,director,\N,\N
tt0003665,6,nm0329039,writer,"novel ""The Single Standard""",\N
tt0003665,7,nm0005658,cinematographer,\N,\N
tt0003665,8,nm0601698,actor,\N,"[""Cleo's Lover""]"
tt0003665,9,nm0863863,actress,\N,"[""Cleo - the Siren""]"
tt0003666,1,nm0601962,actor,\N,"[""James Melford - the Beast - the Husband""]"
tt0003666,2,nm0431484,actress,\N,"[""Edith Melford - the Wife""]"
tt0003666,3,nm0119138,actor,\N,"[""Brooks - the Butler""]"
tt0003666,4,nm0183994,actress,\N,"[""Marie - the Maid""]"
tt0003666,5,nm0897085,writer,\N,\N
tt0003667,1,nm0657874,actor,\N,"[""John Joyce""]"
tt0003667,2,nm0208659,actor,\N,"[""Sam Greening""]"
tt0003667,3,nm0357590,actor,\N,"[""Bruce - the Cub Reporter""]"
tt0003667,4,nm0082537,actress,\N,"[""Helen Lister""]"
tt0003667,5,nm0012317,director,\N,\N
tt0003667,6,nm0066332,writer,story,\N
tt0003667,7,nm0122581,actress,\N,\N
tt0003667,8,nm0122896,actress,\N,\N
tt0003668,10,nm0633860,actor,\N,\N
tt0003668,1,nm0421104,actor,\N,"[""Al Jennings""]"
tt0003668,2,nm0287854,actor,\N,"[""Frank Jennings - Al's Brother""]"
tt0003668,3,nm0268437,actor,\N,\N
tt0003668,4,nm0296433,actor,\N,\N
tt0003668,5,nm0281621,director,\N,\N
tt0003668,6,nm0410470,writer,adaptation,\N
tt0003668,7,nm0027209,actress,\N,\N
tt0003668,8,nm0100006,actress,\N,\N
tt0003668,9,nm0265479,actress,\N,"[""Daughter of James Harless""]"
tt0003669,1,nm1090737,actor,\N,"[""báró Káró Félix""]"
tt0003669,2,nm0956428,actor,\N,"[""Wesekövy Napoleon""]"
tt0003669,3,nm0529434,actress,\N,"[""Alice, Wesekövy lánya""]"
tt0003669,4,nm1995771,actress,\N,"[""Nevelõnõ""]"
tt0003669,5,nm0466099,director,\N,\N
tt0003669,6,nm0351333,actor,\N,"[""Kalotay, riporter""]"
tt0003669,7,nm8625691,actor,\N,"[""János, inas""]"
tt0003669,8,nm0270485,actor,\N,"[""Ipay alezredes""]"
tt0003669,9,nm0844227,actor,\N,\N
tt0003670,1,nm0681933,actress,\N,"[""Dolly Lane""]"
tt0003670,2,nm0456804,actor,\N,"[""Steve Hunter""]"
tt0003670,3,nm0792514,actor,\N,"[""Teddy Harrington""]"
tt0003670,4,nm0914003,actress,\N,"[""Mrs. Harrington""]"
tt0003670,5,nm0562892,writer,play,\N
tt0003670,6,nm0930543,cinematographer,\N,\N
tt0003670,7,nm0060238,actor,\N,"[""Joe Canby""]"
tt0003671,1,nm0806565,actor,\N,"[""Phil - the Father""]"
tt0003671,2,nm0916665,actress,\N,"[""Lois - the Mother""]"
tt0003671,3,nm0432216,actor,\N,\N
tt0003671,4,nm0294090,actress,\N,"[""Child""]"
tt0003672,10,nm0456780,actress,\N,"[""Little Beatrice""]"
tt0003672,1,nm0751139,actress,\N,"[""Geralding Heatherly"",""Beatrice Heatherly""]"
tt0003672,2,nm0330384,actor,\N,"[""Philip Calthorpe""]"
tt0003672,3,nm0939702,actor,\N,"[""Robert St. Omar""]"
tt0003672,4,nm0461524,actor,\N,"[""Renard Duval""]"
tt0003672,5,nm0360114,director,\N,\N
tt0003672,6,nm0067584,writer,play,\N
tt0003672,7,nm5054228,writer,scenario,\N
tt0003672,8,nm0912859,actress,\N,"[""Marcel Chester""]"
tt0003672,9,nm0829651,actress,\N,"[""Lady Calthorpe""]"
tt0003673,1,nm0652479,actress,\N,"[""Ruth Graham - the Belle of the School""]"
tt0003673,2,nm0550780,actor,\N,"[""Ralph Elting""]"
tt0003673,3,nm0707107,actress,\N,"[""Mrs. Elting""]"
tt0003673,4,nm0268447,actress,\N,"[""Anna Price""]"
tt0003673,5,nm0254076,director,\N,\N
tt0003673,6,nm0518840,writer,\N,\N
tt0003674,1,nm0728230,actress,\N,"[""Nurse""]"
tt0003674,2,nm0104197,actor,\N,"[""Uhlan""]"
tt0003674,3,nm0854771,actress,\N,"[""Child""]"
tt0003674,4,nm0002061,director,\N,\N
tt0003674,5,nm0822627,writer,\N,\N
tt0003675,10,nm0572310,actor,\N,\N
tt0003675,1,nm0424530,actor,\N,"[""Lord Cecil""]"
tt0003675,2,nm0109800,actress,\N,"[""Betty - Lady Cecil""]"
tt0003675,3,nm0352454,actress,\N,\N
tt0003675,4,nm0593392,actor,\N,\N
tt0003675,5,nm0355555,writer,writer,\N
tt0003675,6,nm0002615,producer,producer,\N
tt0003675,7,nm0117008,actress,\N,\N
tt0003675,8,nm0355662,actor,\N,\N
tt0003675,9,nm0352463,actress,\N,\N
tt0003676,1,nm0926280,actress,\N,"[""Anna Pavlowa""]"
tt0003676,2,nm0292407,actor,\N,"[""Prince Cyril Rubetskoi""]"
tt0003676,3,nm0349785,director,\N,\N
tt0003677,10,nm0861696,actor,\N,"[""Bishop""]"
tt0003677,1,nm0183866,actor,\N,"[""Rev. Mark Stebbing""]"
tt0003677,2,nm0393818,actor,\N,"[""Rev. Lionel Barmore""]"
tt0003677,3,nm0254360,actress,\N,"[""Margaret Wharton""]"
tt0003677,4,nm0110838,actor,\N,"[""Henry Wharton""]"
tt0003677,5,nm0694640,director,\N,\N
tt0003677,6,nm0103597,writer,"novel ""The Better Man""",\N
tt0003677,7,nm0709718,actor,\N,"[""Penrod""]"
tt0003677,8,nm0377855,actor,\N,"[""Clancy""]"
tt0003677,9,nm0389510,actor,\N,"[""Spike""]"
tt0003678,1,nm0321088,actress,\N,"[""Sunbeam""]"
tt0003678,2,nm0877548,actor,\N,"[""Sunbeam's Father""]"
tt0003678,3,nm0189684,actress,\N,"[""Sunbeam's Employer""]"
tt0003678,4,nm0654262,actress,\N,\N
tt0003678,5,nm0127511,director,\N,\N
tt0003678,6,nm0523229,actor,\N,\N
tt0003678,7,nm1654850,actor,\N,\N
tt0003678,8,nm1655639,actress,\N,\N
tt0003679,10,nm0068186,actress,\N,"[""2nd Lady in Distress""]"
tt0003679,1,nm0000122,actor,\N,"[""Masher""]"
tt0003679,2,nm0827509,actor,\N,"[""Rival Masher""]"
tt0003679,3,nm0174682,actor,\N,"[""Policeman""]"
tt0003679,4,nm0634268,actor,\N,"[""Chivalrous Policeman""]"
tt0003679,5,nm0499883,director,\N,\N
tt0003679,6,nm0381902,writer,\N,\N
tt0003679,7,nm0784407,producer,producer,\N
tt0003679,8,nm0930596,cinematographer,\N,\N
tt0003679,9,nm3989506,actress,\N,"[""1st Lady in Distress""]"
tt0003680,10,nm0624714,actor,\N,"[""Bert""]"
tt0003680,1,nm0537556,actor,\N,"[""John Doe - the Billionaire""]"
tt0003680,2,nm0051445,actress,\N,"[""Pansy Good""]"
tt0003680,3,nm0606470,actor,\N,"[""Signor Baptiste""]"
tt0003680,4,nm0806026,actor,\N,"[""Mr. Hotspur Peppercorn""]"
tt0003680,5,nm0456804,director,\N,\N
tt0003680,6,nm0940488,writer,scenario,\N
tt0003680,7,nm0479126,actress,\N,"[""Mrs. Hotspur Peppercorn""]"
tt0003680,8,nm0713748,actress,\N,"[""Flora Peppercorn""]"
tt0003680,9,nm0743285,actor,\N,"[""Ping Pong - the Billionaire's Secretary""]"
tt0003681,1,nm0652479,actress,\N,"[""Muriel""]"
tt0003681,2,nm0550780,actor,\N,"[""Boyd""]"
tt0003681,3,nm0100006,actress,\N,"[""Fanny""]"
tt0003681,4,nm0633860,actor,\N,"[""Billy - Fanny's Husband""]"
tt0003681,5,nm0445856,writer,scenario,\N
tt0003681,6,nm0916043,actress,\N,"[""Mrs. Warren""]"
tt0003681,7,nm0256191,actor,\N,\N
tt0003681,8,nm0714718,actor,\N,\N
tt0003682,10,nm0875983,actor,\N,"[""Lieutenant Cusack""]"
tt0003682,1,nm0680232,actor,\N,"[""Francis Scott Key""]"
tt0003682,2,nm0933045,actor,\N,"[""Captain Potter""]"
tt0003682,3,nm0840287,actor,\N,"[""President Madison""]"
tt0003682,4,nm0065035,actress,\N,"[""Dolly Madison""]"
tt0003682,5,nm0504353,director,\N,\N
tt0003682,6,nm1676187,writer,\N,\N
tt0003682,7,nm0454545,actor,\N,"[""Dr. Beanes""]"
tt0003682,8,nm0528931,actress,\N,"[""Helen Beanes""]"
tt0003682,9,nm0513167,actor,\N,"[""General Ross""]"
tt0003683,1,nm0199087,actress,\N,"[""The Fairy""]"
tt0003683,2,nm0177886,actor,\N,"[""Pat - the Old Blind Fiddler""]"
tt0003683,3,nm0574739,actress,\N,"[""The Fiddler's Wife""]"
tt0003683,4,nm0255216,actress,\N,\N
tt0003683,5,nm0725893,director,\N,\N
tt0003683,6,nm0531584,actor,\N,\N
tt0003684,1,nm0124279,actor,\N,"[""Richard Brimsmore""]"
tt0003684,2,nm0832267,actress,\N,"[""Mrs. Richard Brimsmore""]"
tt0003684,3,nm0913341,actor,\N,"[""Stephen Mitchell""]"
tt0003684,4,nm0912196,actress,\N,"[""Georgia Porter Randolph""]"
tt0003684,5,nm0130797,director,\N,\N
tt0003684,6,nm0173875,actor,\N,"[""Col. Porter""]"
tt0003684,7,nm0377315,actress,\N,\N
tt0003684,8,nm0092780,actor,\N,\N
tt0003685,1,nm0271679,actress,\N,"[""Mrs. Sørensen""]"
tt0003685,2,nm0470179,actor,\N,"[""Wholesaler Sørensen""]"
tt0003685,3,nm0234670,actor,\N,\N
tt0003685,4,nm0804632,actor,\N,"[""Stephan""]"
tt0003685,5,nm0491503,director,\N,\N
tt0003685,6,nm2822670,writer,\N,\N
tt0003685,7,nm0278843,cinematographer,\N,\N
tt0003686,1,nm0166958,actor,\N,"[""General Lambert, retired""]"
tt0003686,2,nm0938059,actress,\N,"[""Mrs. Lambert""]"
tt0003686,3,nm0756814,actress,\N,"[""Jane Lambert, their daughter""]"
tt0003686,4,nm0116643,actor,\N,"[""Lt. Jack Lambert, their son""]"
tt0003686,5,nm0577654,director,\N,\N
tt0003686,6,nm0679043,actor,\N,"[""Captain Doane""]"
tt0003686,7,nm0922396,actor,\N,"[""Jaubert, a Boer general""]"
tt0003687,1,nm0000779,actor,\N,"[""The Farmer's Daughter""]"
tt0003687,2,nm0397922,actress,\N,\N
tt0003687,3,nm0587829,actor,\N,\N
tt0003687,4,nm0784407,producer,producer,\N
tt0003688,1,nm0228512,director,\N,\N
tt0003689,1,nm0694718,actress,\N,"[""Dorothy Gray""]"
tt0003689,2,nm0101071,actor,\N,"[""Jeff Marsh""]"
tt0003689,3,nm0910564,actress,\N,"[""Mrs. Marsh""]"
tt0003689,4,nm0527801,actor,\N,"[""George Dunbar""]"
tt0003689,5,nm0585503,actor,\N,"[""Dr. Morrow""]"
tt0003689,6,nm0728289,actor,\N,"[""Theatrical Manager""]"
tt0003689,7,nm0399988,actor,\N,"[""Butler""]"
tt0003690,1,nm0922392,actor,\N,"[""Grouchy""]"
tt0003690,2,nm0254557,actress,\N,"[""Dolly""]"
tt0003690,3,nm0002271,actor,\N,\N
tt0003690,4,nm0190200,actress,\N,\N
tt0003690,5,nm0929996,writer,\N,\N
tt0003690,6,nm0064600,actor,\N,\N
tt0003691,1,nm0926190,director,\N,\N
tt0003691,2,nm0002615,producer,producer,\N
tt0003692,1,nm0074063,actor,\N,"[""The Clerk""]"
tt0003692,2,nm0260723,actress,\N,"[""Elsie Moors""]"
tt0003692,3,nm0047534,actor,\N,"[""Big Bill""]"
tt0003692,4,nm0139714,actor,\N,"[""Pablo""]"
tt0003692,5,nm0923594,director,\N,\N
tt0003692,6,nm0923603,director,\N,\N
tt0003692,7,nm0829381,actor,\N,"[""James Maxwell""]"
tt0003692,8,nm0924787,actress,\N,"[""Undetermined Secondary Role""]"
tt0003693,1,nm0113923,self,\N,"[""Himself""]"
tt0003693,2,nm0821472,director,\N,\N
tt0003694,1,nm0526234,actor,\N,"[""Sven""]"
tt0003694,2,nm0526275,actor,\N,"[""Fellman""]"
tt0003694,3,nm0690702,actress,\N,"[""Ruth Landén""]"
tt0003694,4,nm0874799,actress,\N,"[""Ruth's Mother""]"
tt0003694,5,nm0803705,director,\N,\N
tt0003694,6,nm1628724,composer,\N,\N
tt0003694,7,nm0249426,cinematographer,\N,\N
tt0003694,8,nm0005748,cinematographer,\N,\N
tt0003695,1,nm0000779,actor,\N,"[""The Tramp""]"
tt0003695,2,nm0244030,actress,\N,\N
tt0003695,3,nm0003424,actor,\N,\N
tt0003695,4,nm0784407,producer,producer,\N
tt0003696,10,nm0391225,actress,\N,"[""Helen - Mrs. Clark's Grand-daughter""]"
tt0003696,1,nm0431484,actress,\N,"[""Mary Halleck - a Girl of the Backwoods""]"
tt0003696,2,nm0356267,actor,\N,"[""John Halleck - Mary's Father""]"
tt0003696,3,nm0601962,actor,\N,"[""Burton Manning - a Young Millionaire""]"
tt0003696,4,nm0512164,actress,\N,"[""Mrs. Halleck - John's Second Wife""]"
tt0003696,5,nm0119138,director,\N,\N
tt0003696,6,nm0519720,writer,story,\N
tt0003696,7,nm0533539,actor,\N,"[""Jim Downs - a Neighbor""]"
tt0003696,8,nm0391220,actress,\N,"[""Rose Hayden - a Girl of the Slums""]"
tt0003696,9,nm0743667,actress,\N,"[""Mrs. Clark - Burton's Sister""]"
tt0003697,1,nm0717468,actor,\N,"[""Joe Mayfield""]"
tt0003697,2,nm0202590,actress,\N,"[""Sue Jarvis""]"
tt0003697,3,nm0103619,actor,\N,"[""Brady Jarvis""]"
tt0003697,4,nm0933780,actress,\N,"[""The Mountain Maid""]"
tt0003697,5,nm0821287,writer,scenario,\N
tt0003698,10,nm0005931,cinematographer,\N,\N
tt0003698,1,nm0008518,actor,\N,"[""Robert Brewster"",""Monty Brewster""]"
tt0003698,2,nm0802309,actor,\N,"[""Edwin Peter Brewster""]"
tt0003698,3,nm0213049,actor,\N,"[""Jonas Sedgwick""]"
tt0003698,4,nm0058690,actress,\N,"[""Louise Sedgwick""]"
tt0003698,5,nm0002177,director,\N,\N
tt0003698,6,nm0001124,director,\N,\N
tt0003698,7,nm0567346,writer,"novel ""Brewster's Millions""",\N
tt0003698,8,nm0810367,writer,"play ""Brewster's Millions""",\N
tt0003698,9,nm0648688,writer,"play ""Brewster's Millions""",\N
tt0003699,10,nm0316958,actress,\N,\N
tt0003699,1,nm0921941,actor,\N,"[""A Bellboy""]"
tt0003699,2,nm0001316,actor,\N,"[""The Boss""]"
tt0003699,3,nm0857302,actress,\N,"[""His daughter""]"
tt0003699,4,nm0925118,actor,\N,"[""An honest crook""]"
tt0003699,5,nm0153713,director,\N,\N
tt0003699,6,nm0123376,producer,producer,\N
tt0003699,7,nm0643535,cinematographer,\N,\N
tt0003699,8,nm0743285,actor,\N,"[""Old man""]"
